Algorithm,Problem,ExecutionId,IndicatorName,IndicatorValue
MOEAD,ZDT6,29,HV,0.0843732792090192
MOEAD,ZDT6,3,GD,0.03760763541349708
MOEAD,ZDT6,3,EP,0.0032726176122896966
MOEAD,ZDT6,3,HV,0.3309054928810386
MOEAD,ZDT6,4,GD,0.037548785007004544
MOEAD,ZDT6,4,EP,0.003195465543567866
MOEAD,ZDT6,4,HV,0.3309169867993796
MOEAD,ZDT6,5,GD,0.09572453920507051
MOEAD,ZDT6,5,EP,0.3143333812330122
MOEAD,ZDT6,5,HV,0.26207302014098055
MOEAD,ZDT6,6,GD,0.12472965845746355
MOEAD,ZDT6,6,EP,0.31331455065212527
MOEAD,ZDT6,6,HV,0.22582680694990545
MOEAD,ZDT6,7,GD,0.14192218266339754
MOEAD,ZDT6,7,EP,0.5385356925436731
MOEAD,ZDT6,7,HV,0.1815200092325603
MOEAD,ZDT6,8,GD,0.28500212731019076
MOEAD,ZDT6,8,EP,0.22081386987102603
MOEAD,ZDT6,8,HV,0.14118070274729802
MOEAD,ZDT6,9,GD,0.03756599297810388
MOEAD,ZDT6,9,EP,0.003208775196242186
MOEAD,ZDT6,9,HV,0.3309173344417845
MOEAD,ZDT6,0,Time,5.873000383377075
MOEAD,ZDT6,1,Time,5.21403169631958
MOEAD,ZDT6,10,Time,5.155000448226929
MOEAD,ZDT6,11,Time,5.226001501083374
MOEAD,ZDT6,12,Time,5.5279998779296875
MOEAD,ZDT6,13,Time,5.49000096321106
MOEAD,ZDT6,14,Time,5.897028684616089
MOEAD,ZDT6,15,Time,5.706974029541016
MOEAD,ZDT6,16,Time,5.380027770996094
MOEAD,ZDT6,17,Time,5.469075918197632
MOEAD,ZDT6,18,Time,5.289073944091797
MOEAD,ZDT6,19,Time,5.371999502182007
MOEAD,ZDT6,2,Time,5.3939971923828125
MOEAD,ZDT6,20,Time,5.323027610778809
MOEAD,ZDT6,21,Time,5.286031246185303
MOEAD,ZDT6,22,Time,5.190999269485474
MOEAD,ZDT6,23,Time,5.2800304889678955
MOEAD,ZDT6,24,Time,5.27199912071228
MOEAD,ZDT6,25,Time,5.092024803161621
MOEAD,ZDT6,26,Time,5.023998975753784
MOEAD,ZDT6,27,Time,5.226999044418335
MOEAD,ZDT6,28,Time,5.1350343227386475
MOEAD,ZDT6,29,Time,5.16301703453064
MOEAD,ZDT6,3,Time,5.155027866363525
MOEAD,ZDT6,4,Time,5.3060431480407715
MOEAD,ZDT6,5,Time,5.190998315811157
MOEAD,ZDT6,6,Time,5.382028579711914
MOEAD,ZDT6,7,Time,5.186029434204102
MOEAD,ZDT6,8,Time,5.1120007038116455
MOEAD,ZDT6,9,Time,5.973028898239136
NSGAII,ZDT1,0,GD,0.0022375056262008614
NSGAII,ZDT1,0,EP,0.007557906158905253
NSGAII,ZDT1,0,HV,0.6612153655308015
NSGAII,ZDT1,1,GD,0.0023952190365036934
NSGAII,ZDT1,1,EP,0.0076937877808957444
NSGAII,ZDT1,1,HV,0.6610427140525506
NSGAII,ZDT1,10,GD,0.001916081472466215
NSGAII,ZDT1,10,EP,0.007372235630429658
NSGAII,ZDT1,10,HV,0.6616016716034747
NSGAII,ZDT1,11,GD,0.002250359990348938
NSGAII,ZDT1,11,EP,0.007034133384656999
NSGAII,ZDT1,11,HV,0.6612831774499608
NSGAII,ZDT1,12,GD,0.002203015615823158
NSGAII,ZDT1,12,EP,0.006289458964731598
NSGAII,ZDT1,12,HV,0.661253855087244
NSGAII,ZDT1,13,GD,0.0017546999080751094
NSGAII,ZDT1,13,EP,0.006091074121604978
NSGAII,ZDT1,13,HV,0.6618405630463644
NSGAII,ZDT1,14,GD,0.0022896507209991205
NSGAII,ZDT1,14,EP,0.008521046224183038
NSGAII,ZDT1,14,HV,0.6609704640819565
NSGAII,ZDT1,15,GD,0.0018997892575771094
NSGAII,ZDT1,15,EP,0.008653341891058819
NSGAII,ZDT1,15,HV,0.66162490752193
NSGAII,ZDT1,16,GD,0.0023459964159079005
NSGAII,ZDT1,16,EP,0.008299735408961954
NSGAII,ZDT1,16,HV,0.6610430353988219
NSGAII,ZDT1,17,GD,0.0021191226279791754
NSGAII,ZDT1,17,EP,0.006734965983238139
NSGAII,ZDT1,17,HV,0.661463823624266
NSGAII,ZDT1,18,GD,0.0018845118409782707
NSGAII,ZDT1,18,EP,0.0063597466117574775
NSGAII,ZDT1,18,HV,0.6617153171723218
NSGAII,ZDT1,19,GD,0.0020431917973320357
NSGAII,ZDT1,19,EP,0.007354719703613566
NSGAII,ZDT1,19,HV,0.6614772723485146
NSGAII,ZDT1,2,GD,0.0020299032458191008
NSGAII,ZDT1,2,EP,0.008580339650607338
NSGAII,ZDT1,2,HV,0.6615032822077249
NSGAII,ZDT1,20,GD,0.002719486121178309
NSGAII,ZDT1,20,EP,0.009436257120427616
NSGAII,ZDT1,20,HV,0.6605194833330315
NSGAII,ZDT1,21,GD,0.0020635626229353584
NSGAII,ZDT1,21,EP,0.00656395698062423
NSGAII,ZDT1,21,HV,0.6615471425615607
NSGAII,ZDT1,22,GD,0.002207454327017266
NSGAII,ZDT1,22,EP,0.006924514229227352
NSGAII,ZDT1,22,HV,0.6611880571245704
NSGAII,ZDT1,23,GD,0.0019495158391037914
NSGAII,ZDT1,23,EP,0.0062000317180707365
NSGAII,ZDT1,23,HV,0.6616323687277937
NSGAII,ZDT1,24,GD,0.0022617942388718864
NSGAII,ZDT1,24,EP,0.00931232070744259
NSGAII,ZDT1,24,HV,0.661030535656547
NSGAII,ZDT1,25,GD,0.002534437321113914
NSGAII,ZDT1,25,EP,0.0073430408762308885
NSGAII,ZDT1,25,HV,0.6606954060331569
NSGAII,ZDT1,26,GD,0.0026321327190832644
NSGAII,ZDT1,26,EP,0.0078158354671376
NSGAII,ZDT1,26,HV,0.6606597462027055
NSGAII,ZDT1,27,GD,0.0025365343918495142
NSGAII,ZDT1,27,EP,0.009251583095863769
NSGAII,ZDT1,27,HV,0.6604514924328944
NSGAII,ZDT1,28,GD,0.002138446767488337
NSGAII,ZDT1,28,EP,0.006791451965560507
NSGAII,ZDT1,28,HV,0.6613039711774935
NSGAII,ZDT1,29,GD,0.002058451096054011
NSGAII,ZDT1,29,EP,0.0065710615995556165
NSGAII,ZDT1,29,HV,0.6614557414378454
NSGAII,ZDT1,3,GD,0.0023370433931807722
NSGAII,ZDT1,3,EP,0.008953605210613724
NSGAII,ZDT1,3,HV,0.6609131713809631
NSGAII,ZDT1,4,GD,0.0021931948559186453
NSGAII,ZDT1,4,EP,0.007890965184093268
NSGAII,ZDT1,4,HV,0.6612607012217061
NSGAII,ZDT1,5,GD,0.0018765943389949245
NSGAII,ZDT1,5,EP,0.007389267601443927
NSGAII,ZDT1,5,HV,0.6617568336346475
NSGAII,ZDT1,6,GD,0.0021846090513261704
NSGAII,ZDT1,6,EP,0.007095461829913163
NSGAII,ZDT1,6,HV,0.6612431593614918
NSGAII,ZDT1,7,GD,0.0020933581475609782
NSGAII,ZDT1,7,EP,0.006163312074312144
NSGAII,ZDT1,7,HV,0.6614932841564924
NSGAII,ZDT1,8,GD,0.002498282914530607
NSGAII,ZDT1,8,EP,0.007707092460072451
NSGAII,ZDT1,8,HV,0.660819717074262
NSGAII,ZDT1,9,GD,0.0020349027146441966
NSGAII,ZDT1,9,EP,0.006769604447596889
NSGAII,ZDT1,9,HV,0.6614835364386719
NSGAII,ZDT1,0,Time,20.901994466781616
NSGAII,ZDT1,1,Time,21.611087799072266
NSGAII,ZDT1,10,Time,21.663000345230103
NSGAII,ZDT1,11,Time,20.076997995376587
NSGAII,ZDT1,12,Time,20.115031480789185
NSGAII,ZDT1,13,Time,21.691001892089844
NSGAII,ZDT1,14,Time,21.48899817466736
NSGAII,ZDT1,15,Time,20.128015518188477
NSGAII,ZDT1,16,Time,21.430967330932617
NSGAII,ZDT1,17,Time,21.2370343208313
NSGAII,ZDT1,18,Time,20.703031539916992
NSGAII,ZDT1,19,Time,20.125181674957275
NSGAII,ZDT1,2,Time,20.52803063392639
NSGAII,ZDT1,20,Time,20.32599902153015
NSGAII,ZDT1,21,Time,19.981027364730835
NSGAII,ZDT1,22,Time,20.519999742507935
NSGAII,ZDT1,23,Time,20.06902265548706
NSGAII,ZDT1,24,Time,20.09803056716919
NSGAII,ZDT1,25,Time,20.732032537460327
NSGAII,ZDT1,26,Time,20.002026081085205
NSGAII,ZDT1,27,Time,20.653027296066284
NSGAII,ZDT1,28,Time,20.04002618789673
NSGAII,ZDT1,29,Time,20.190622806549072
NSGAII,ZDT1,3,Time,20.845218420028687
NSGAII,ZDT1,4,Time,19.965040922164917
NSGAII,ZDT1,5,Time,19.83399772644043
NSGAII,ZDT1,6,Time,20.21700406074524
NSGAII,ZDT1,7,Time,20.195024967193604
NSGAII,ZDT1,8,Time,19.9280002117157
NSGAII,ZDT1,9,Time,20.21799898147583
NSGAII,ZDT2,0,GD,0.003046630517079557
NSGAII,ZDT2,0,EP,0.009454710369630637
NSGAII,ZDT2,0,HV,0.32637108561620903
NSGAII,ZDT2,1,GD,0.0017630708523136342
NSGAII,ZDT2,1,EP,0.009665377994206525
NSGAII,ZDT2,1,HV,0.3281960272913046
NSGAII,ZDT2,10,GD,0.0023507975896571234
NSGAII,ZDT2,10,EP,0.008228279588960885
NSGAII,ZDT2,10,HV,0.32744708298832237
NSGAII,ZDT2,11,GD,0.0022704801779175215
NSGAII,ZDT2,11,EP,0.008823596357957153
NSGAII,ZDT2,11,HV,0.32745558702288313
NSGAII,ZDT2,12,GD,0.002339087256148094
NSGAII,ZDT2,12,EP,0.006737305781632563
NSGAII,ZDT2,12,HV,0.32745802004865937
NSGAII,ZDT2,13,GD,0.00236009663094395
NSGAII,ZDT2,13,EP,0.006708098476358337
NSGAII,ZDT2,13,HV,0.3274038169214213
NSGAII,ZDT2,14,GD,0.002391674490419564
NSGAII,ZDT2,14,EP,0.0066218877086234584
NSGAII,ZDT2,14,HV,0.3273806312887792
NSGAII,ZDT2,15,GD,0.0016653461529437348
NSGAII,ZDT2,15,EP,0.008371231655087685
NSGAII,ZDT2,15,HV,0.32838481780862894
NSGAII,ZDT2,16,GD,0.0027755138419881774
NSGAII,ZDT2,16,EP,0.006982339928262222
NSGAII,ZDT2,16,HV,0.3268921438327778
NSGAII,ZDT2,17,GD,0.002513181780962115
NSGAII,ZDT2,17,EP,0.006807343724895627
NSGAII,ZDT2,17,HV,0.32720227722168005
NSGAII,ZDT2,18,GD,0.0026297739518654118
NSGAII,ZDT2,18,EP,0.007619280019464603
NSGAII,ZDT2,18,HV,0.3270143361096337
NSGAII,ZDT2,19,GD,0.002446612521049855
NSGAII,ZDT2,19,EP,0.006993637459849489
NSGAII,ZDT2,19,HV,0.32716007236289085
NSGAII,ZDT2,2,GD,0.0024572930433456298
NSGAII,ZDT2,2,EP,0.009909925919639883
NSGAII,ZDT2,2,HV,0.32728848110728886
NSGAII,ZDT2,20,GD,0.0025673270046378226
NSGAII,ZDT2,20,EP,0.007088772369005292
NSGAII,ZDT2,20,HV,0.3271968491056008
NSGAII,ZDT2,21,GD,0.001576536530335628
NSGAII,ZDT2,21,EP,0.14234196325914786
NSGAII,ZDT2,21,HV,0.32375664775792096
NSGAII,ZDT2,22,GD,0.0020518951132487114
NSGAII,ZDT2,22,EP,0.006555623462994431
NSGAII,ZDT2,22,HV,0.3278491039872062
NSGAII,ZDT2,23,GD,0.001982112079414361
NSGAII,ZDT2,23,EP,0.009535845403234924
NSGAII,ZDT2,23,HV,0.32805778893522397
NSGAII,ZDT2,24,GD,0.002173663278436791
NSGAII,ZDT2,24,EP,0.006147377692759637
NSGAII,ZDT2,24,HV,0.32772496723117495
NSGAII,ZDT2,25,GD,0.0024356974388263664
NSGAII,ZDT2,25,EP,0.008826369570086867
NSGAII,ZDT2,25,HV,0.32719528537701703
NSGAII,ZDT2,26,GD,0.0023339185651558617
NSGAII,ZDT2,26,EP,0.006835687523113143
NSGAII,ZDT2,26,HV,0.32750173180711944
NSGAII,ZDT2,27,GD,0.0026908434836409056
NSGAII,ZDT2,27,EP,0.007681267682684179
NSGAII,ZDT2,27,HV,0.3268834159757843
NSGAII,ZDT2,28,GD,0.002845889786641095
NSGAII,ZDT2,28,EP,0.008572804830189185
NSGAII,ZDT2,28,HV,0.32667209829437266
NSGAII,ZDT2,29,GD,0.002624411288779785
NSGAII,ZDT2,29,EP,0.00876023923383984
NSGAII,ZDT2,29,HV,0.32700037608639804
NSGAII,ZDT2,3,GD,0.002587325415691015
NSGAII,ZDT2,3,EP,0.006260190150729539
NSGAII,ZDT2,3,HV,0.327192377091557
NSGAII,ZDT2,4,GD,0.0024316839045223594
NSGAII,ZDT2,4,EP,0.008006709636054932
NSGAII,ZDT2,4,HV,0.327323358415575
NSGAII,ZDT2,5,GD,0.0016598182012883317
NSGAII,ZDT2,5,EP,0.008132182070910599
NSGAII,ZDT2,5,HV,0.3283856515535111
NSGAII,ZDT2,6,GD,0.001953850998002449
NSGAII,ZDT2,6,EP,0.007155352375764146
NSGAII,ZDT2,6,HV,0.3279168631905609
NSGAII,ZDT2,7,GD,0.0028545426579552847
NSGAII,ZDT2,7,EP,0.008807425604945962
NSGAII,ZDT2,7,HV,0.3266472689728821
NSGAII,ZDT2,8,GD,0.002841020789399399
NSGAII,ZDT2,8,EP,0.007720523453031203
NSGAII,ZDT2,8,HV,0.32671605094254796
NSGAII,ZDT2,9,GD,0.0028689680816571784
NSGAII,ZDT2,9,EP,0.008554898769400743
NSGAII,ZDT2,9,HV,0.3267019844260253
NSGAII,ZDT2,0,Time,20.918001890182495
NSGAII,ZDT2,1,Time,21.71299910545349
NSGAII,ZDT2,10,Time,20.468027591705322
NSGAII,ZDT2,11,Time,20.209027767181396
NSGAII,ZDT2,12,Time,20.323999643325806
NSGAII,ZDT2,13,Time,22.224997520446777
NSGAII,ZDT2,14,Time,20.873997926712036
NSGAII,ZDT2,15,Time,20.450002431869507
NSGAII,ZDT2,16,Time,20.63502836227417
NSGAII,ZDT2,17,Time,20.827998399734497
NSGAII,ZDT2,18,Time,20.73002815246582
NSGAII,ZDT2,19,Time,20.2260000705719
NSGAII,ZDT2,2,Time,20.90799903869629
NSGAII,ZDT2,20,Time,20.531022548675537
NSGAII,ZDT2,21,Time,20.68803095817566
NSGAII,ZDT2,22,Time,20.78399658203125
NSGAII,ZDT2,23,Time,20.25499939918518
NSGAII,ZDT2,24,Time,20.7652690410614
NSGAII,ZDT2,25,Time,20.394028186798096
NSGAII,ZDT2,26,Time,21.209999561309814
NSGAII,ZDT2,27,Time,20.44602918624878
NSGAII,ZDT2,28,Time,20.070032358169556
NSGAII,ZDT2,29,Time,20.743997812271118
NSGAII,ZDT2,3,Time,20.75102663040161
NSGAII,ZDT2,4,Time,19.94702911376953
NSGAII,ZDT2,5,Time,20.13301181793213
NSGAII,ZDT2,6,Time,20.328023672103882
NSGAII,ZDT2,7,Time,19.950965881347656
NSGAII,ZDT2,8,Time,22.24502158164978
NSGAII,ZDT2,9,Time,20.616000175476074
NSGAII,ZDT3,0,GD,0.001698113835494571
NSGAII,ZDT3,0,EP,0.004719032492132125
NSGAII,ZDT3,0,HV,1.039849174362511
NSGAII,ZDT3,1,GD,0.0014806496109892706
NSGAII,ZDT3,1,EP,0.0052388552288142876
NSGAII,ZDT3,1,HV,1.0399875234311269
NSGAII,ZDT3,10,GD,0.001646102228456827
NSGAII,ZDT3,10,EP,0.004960298677513353
NSGAII,ZDT3,10,HV,1.0389149288924102
NSGAII,ZDT3,11,GD,0.0017441850673789558
NSGAII,ZDT3,11,EP,0.005665678481019509
NSGAII,ZDT3,11,HV,1.039040601560212
NSGAII,ZDT3,12,GD,0.0015322814304528903
NSGAII,ZDT3,12,EP,0.005114317449269212
NSGAII,ZDT3,12,HV,1.0395453739272318
NSGAII,ZDT3,13,GD,0.0018266039200058386
NSGAII,ZDT3,13,EP,0.00596877410680919
NSGAII,ZDT3,13,HV,1.0385143864126747
NSGAII,ZDT3,14,GD,0.0016765330270790957
NSGAII,ZDT3,14,EP,0.006452572757773334
NSGAII,ZDT3,14,HV,1.039025573809397
NSGAII,ZDT3,15,GD,0.0015615774056310806
NSGAII,ZDT3,15,EP,0.004334081331662187
NSGAII,ZDT3,15,HV,1.0401133043052113
NSGAII,ZDT3,16,GD,0.0020450944009362394
NSGAII,ZDT3,16,EP,0.006857601784598488
NSGAII,ZDT3,16,HV,1.0387137656822836
NSGAII,ZDT3,17,GD,0.0017339480929775724
NSGAII,ZDT3,17,EP,0.0061469395660020965
NSGAII,ZDT3,17,HV,1.0389319062835922
NSGAII,ZDT3,18,GD,0.001815619435354272
NSGAII,ZDT3,18,EP,0.005855057569625899
NSGAII,ZDT3,18,HV,1.0389255094838443
NSGAII,ZDT3,19,GD,0.0015599693361958394
NSGAII,ZDT3,19,EP,0.004891189180943334
NSGAII,ZDT3,19,HV,1.040018170724299
NSGAII,ZDT3,2,GD,0.0018097352022158055
NSGAII,ZDT3,2,EP,0.004971812101038253
NSGAII,ZDT3,2,HV,1.0391678981036685
NSGAII,ZDT3,20,GD,0.001817720063480468
NSGAII,ZDT3,20,EP,0.00667870302008973
NSGAII,ZDT3,20,HV,1.0390662976035883
NSGAII,ZDT3,21,GD,0.0015621560264993373
NSGAII,ZDT3,21,EP,0.005699311508805427
NSGAII,ZDT3,21,HV,1.0393006136820213
NSGAII,ZDT3,22,GD,0.0019159146243572245
NSGAII,ZDT3,22,EP,0.006286792010577802
NSGAII,ZDT3,22,HV,1.0381900384685185
NSGAII,ZDT3,23,GD,0.0015805932841300363
NSGAII,ZDT3,23,EP,0.005360542067155694
NSGAII,ZDT3,23,HV,1.0396402532353237
NSGAII,ZDT3,24,GD,0.001943119975109793
NSGAII,ZDT3,24,EP,0.006329014323530807
NSGAII,ZDT3,24,HV,1.0383099312290613
NSGAII,ZDT3,25,GD,0.0014925644564502477
NSGAII,ZDT3,25,EP,0.006199149129715947
NSGAII,ZDT3,25,HV,1.0396368452844105
NSGAII,ZDT3,26,GD,0.0016048086290977523
NSGAII,ZDT3,26,EP,0.004686465444130539
NSGAII,ZDT3,26,HV,1.0393198596870792
NSGAII,ZDT3,27,GD,0.001849663872004629
NSGAII,ZDT3,27,EP,0.0055635097650594476
NSGAII,ZDT3,27,HV,1.0396542952023602
NSGAII,ZDT3,28,GD,0.0016076243672914431
NSGAII,ZDT3,28,EP,0.005352831692788593
NSGAII,ZDT3,28,HV,1.0389269290739778
NSGAII,ZDT3,29,GD,0.0017397391889484631
NSGAII,ZDT3,29,EP,0.006876533901654103
NSGAII,ZDT3,29,HV,1.0387730158744797
NSGAII,ZDT3,3,GD,0.001794069792188427
NSGAII,ZDT3,3,EP,0.005826366453189902
NSGAII,ZDT3,3,HV,1.0392610715017678
NSGAII,ZDT3,4,GD,0.0017406389872056387
NSGAII,ZDT3,4,EP,0.005117111432947963
NSGAII,ZDT3,4,HV,1.039054075572116
NSGAII,ZDT3,5,GD,0.0016257290867712374
NSGAII,ZDT3,5,EP,0.005034108848249619
NSGAII,ZDT3,5,HV,1.0397808459351436
NSGAII,ZDT3,6,GD,0.0017446755510790379
NSGAII,ZDT3,6,EP,0.0065091177767134245
NSGAII,ZDT3,6,HV,1.0393412335367245
NSGAII,ZDT3,7,GD,0.001655597286163279
NSGAII,ZDT3,7,EP,0.006512972715907214
NSGAII,ZDT3,7,HV,1.0397851963270985
NSGAII,ZDT3,8,GD,0.0016345210658187835
NSGAII,ZDT3,8,EP,0.005280023407667533
NSGAII,ZDT3,8,HV,1.0398564187290122
NSGAII,ZDT3,9,GD,0.001802350935785581
NSGAII,ZDT3,9,EP,0.005989552067818392
NSGAII,ZDT3,9,HV,1.038267767062037
NSGAII,ZDT3,0,Time,20.687028646469116
NSGAII,ZDT3,1,Time,20.30202603340149
NSGAII,ZDT3,10,Time,21.385995388031006
NSGAII,ZDT3,11,Time,20.1820285320282
NSGAII,ZDT3,12,Time,20.53902792930603
NSGAII,ZDT3,13,Time,21.353926181793213
NSGAII,ZDT3,14,Time,20.455000638961792
NSGAII,ZDT3,15,Time,20.73799967765808
NSGAII,ZDT3,16,Time,20.862192392349243
NSGAII,ZDT3,17,Time,20.67710590362549
NSGAII,ZDT3,18,Time,20.819029808044434
NSGAII,ZDT3,19,Time,20.540998220443726
NSGAII,ZDT3,2,Time,21.535029411315918
NSGAII,ZDT3,20,Time,20.0470232963562
NSGAII,ZDT3,21,Time,20.50903081893921
NSGAII,ZDT3,22,Time,20.328113079071045
NSGAII,ZDT3,23,Time,20.485029935836792
NSGAII,ZDT3,24,Time,19.95599865913391
NSGAII,ZDT3,25,Time,20.944032192230225
NSGAII,ZDT3,26,Time,20.93503999710083
NSGAII,ZDT3,27,Time,19.97202968597412
NSGAII,ZDT3,28,Time,20.476001977920532
NSGAII,ZDT3,29,Time,20.486998558044434
NSGAII,ZDT3,3,Time,21.86699938774109
NSGAII,ZDT3,4,Time,19.921998262405396
NSGAII,ZDT3,5,Time,19.907997369766235
NSGAII,ZDT3,6,Time,20.064998149871826
NSGAII,ZDT3,7,Time,20.05999207496643
NSGAII,ZDT3,8,Time,21.058000802993774
NSGAII,ZDT3,9,Time,21.282023429870605
NSGAII,ZDT4,0,GD,0.0018927454866055
NSGAII,ZDT4,0,EP,0.019540102706200546
NSGAII,ZDT4,0,HV,0.6611221922358181
NSGAII,ZDT4,1,GD,0.002099860362115668
NSGAII,ZDT4,1,EP,0.11953893713308335
NSGAII,ZDT4,1,HV,0.6478116485474922
NSGAII,ZDT4,10,GD,0.004510158268963485
NSGAII,ZDT4,10,EP,0.11401050218807646
NSGAII,ZDT4,10,HV,0.6465819716735071
NSGAII,ZDT4,11,GD,0.005657247978418547
NSGAII,ZDT4,11,EP,0.29430220387431016
NSGAII,ZDT4,11,HV,0.581948001395709
NSGAII,ZDT4,12,GD,0.005474207294002178
NSGAII,ZDT4,12,EP,0.02820306150652363
NSGAII,ZDT4,12,HV,0.6549781928428459
NSGAII,ZDT4,13,GD,0.013530013315254847
NSGAII,ZDT4,13,EP,0.08772737097620262
NSGAII,ZDT4,13,HV,0.6402875278390678
NSGAII,ZDT4,14,GD,0.002834906740081633
NSGAII,ZDT4,14,EP,0.04158008600227692
NSGAII,ZDT4,14,HV,0.6562890897726622
NSGAII,ZDT4,15,GD,0.004565632316920085
NSGAII,ZDT4,15,EP,0.28661158961872557
NSGAII,ZDT4,15,HV,0.5863249316138034
NSGAII,ZDT4,16,GD,0.006021686033138264
NSGAII,ZDT4,16,EP,0.10471815298118436
NSGAII,ZDT4,16,HV,0.6471163783178175
NSGAII,ZDT4,17,GD,0.004716839582984048
NSGAII,ZDT4,17,EP,0.08459989918037196
NSGAII,ZDT4,17,HV,0.6518508585901499
NSGAII,ZDT4,18,GD,0.0025313790996434105
NSGAII,ZDT4,18,EP,0.01296385036730267
NSGAII,ZDT4,18,HV,0.6606959608669797
NSGAII,ZDT4,19,GD,0.005475811867430538
NSGAII,ZDT4,19,EP,0.3123269153044007
NSGAII,ZDT4,19,HV,0.5734369099530473
NSGAII,ZDT4,2,GD,0.008315447768370112
NSGAII,ZDT4,2,EP,0.14337286971569507
NSGAII,ZDT4,2,HV,0.6333351813048147
NSGAII,ZDT4,20,GD,0.0016854856354589565
NSGAII,ZDT4,20,EP,0.09684229402890043
NSGAII,ZDT4,20,HV,0.6526489724877116
NSGAII,ZDT4,21,GD,0.00583752626181318
NSGAII,ZDT4,21,EP,0.13349550213698227
NSGAII,ZDT4,21,HV,0.6411315415970381
NSGAII,ZDT4,22,GD,0.008506258960138206
NSGAII,ZDT4,22,EP,0.012384910809042693
NSGAII,ZDT4,22,HV,0.6520628202224171
NSGAII,ZDT4,23,GD,0.0024731140385044342
NSGAII,ZDT4,23,EP,0.16348985969755128
NSGAII,ZDT4,23,HV,0.6372503547944798
NSGAII,ZDT4,24,GD,0.005156046649713352
NSGAII,ZDT4,24,EP,0.21234826606905277
NSGAII,ZDT4,24,HV,0.6183133581365685
NSGAII,ZDT4,25,GD,0.003299303004933856
NSGAII,ZDT4,25,EP,0.1705619165728114
NSGAII,ZDT4,25,HV,0.6330121134488025
NSGAII,ZDT4,26,GD,0.012734634274526542
NSGAII,ZDT4,26,EP,0.06724551434186131
NSGAII,ZDT4,26,HV,0.6428455545687841
NSGAII,ZDT4,27,GD,0.0025502997088301133
NSGAII,ZDT4,27,EP,0.09682563881343055
NSGAII,ZDT4,27,HV,0.6524300791660497
NSGAII,ZDT4,28,GD,0.004038512772061187
NSGAII,ZDT4,28,EP,0.06941991204824065
NSGAII,ZDT4,28,HV,0.6542399337616625
NSGAII,ZDT4,29,GD,0.0038464795224830693
NSGAII,ZDT4,29,EP,0.008162092508794072
NSGAII,ZDT4,29,HV,0.6588395680120941
NSGAII,ZDT4,3,GD,0.005079829660986154
NSGAII,ZDT4,3,EP,0.21579846341851394
NSGAII,ZDT4,3,HV,0.6173168793189117
NSGAII,ZDT4,4,GD,0.0030766824719382878
NSGAII,ZDT4,4,EP,0.19008721798826328
NSGAII,ZDT4,4,HV,0.6283017624382496
NSGAII,ZDT4,5,GD,0.002014038256414084
NSGAII,ZDT4,5,EP,0.04614806382161207
NSGAII,ZDT4,5,HV,0.6570731815226251
NSGAII,ZDT4,6,GD,0.0022242733305706166
NSGAII,ZDT4,6,EP,0.05768060840132632
NSGAII,ZDT4,6,HV,0.6551147166361463
NSGAII,ZDT4,7,GD,0.004843821383894981
NSGAII,ZDT4,7,EP,0.03414475742404652
NSGAII,ZDT4,7,HV,0.6565281461392357
NSGAII,ZDT4,8,GD,0.008025764918368048
NSGAII,ZDT4,8,EP,0.03822896403943431
NSGAII,ZDT4,8,HV,0.6517045352382071
NSGAII,ZDT4,9,GD,0.001729256256679079
NSGAII,ZDT4,9,EP,0.0065717539511504774
NSGAII,ZDT4,9,HV,0.6619350719519144
NSGAII,ZDT4,0,Time,20.366968154907227
NSGAII,ZDT4,1,Time,20.01902747154236
NSGAII,ZDT4,10,Time,20.38591480255127
NSGAII,ZDT4,11,Time,24.5310001373291
NSGAII,ZDT4,12,Time,20.287557125091553
NSGAII,ZDT4,13,Time,21.75316333770752
NSGAII,ZDT4,14,Time,19.889999628067017
NSGAII,ZDT4,15,Time,19.851973295211792
NSGAII,ZDT4,16,Time,19.843082666397095
NSGAII,ZDT4,17,Time,19.71102809906006
NSGAII,ZDT4,18,Time,22.393996953964233
NSGAII,ZDT4,19,Time,19.713999032974243
NSGAII,ZDT4,2,Time,21.216030597686768
NSGAII,ZDT4,20,Time,19.68224334716797
NSGAII,ZDT4,21,Time,20.053027629852295
NSGAII,ZDT4,22,Time,19.795028924942017
NSGAII,ZDT4,23,Time,19.853996515274048
NSGAII,ZDT4,24,Time,20.02497100830078
NSGAII,ZDT4,25,Time,19.978999376296997
NSGAII,ZDT4,26,Time,19.873968601226807
NSGAII,ZDT4,27,Time,19.69203233718872
NSGAII,ZDT4,28,Time,20.03699827194214
NSGAII,ZDT4,29,Time,19.74599814414978
NSGAII,ZDT4,3,Time,20.1469988822937
NSGAII,ZDT4,4,Time,19.510242700576782
NSGAII,ZDT4,5,Time,19.446998596191406
NSGAII,ZDT4,6,Time,19.53903293609619
NSGAII,ZDT4,7,Time,19.511998414993286
NSGAII,ZDT4,8,Time,20.104289054870605
NSGAII,ZDT4,9,Time,21.082967042922974
NSGAII,ZDT6,0,GD,0.04558221555572457
NSGAII,ZDT6,0,EP,0.05748616204307693
NSGAII,ZDT6,0,HV,0.296314369562621
NSGAII,ZDT6,1,GD,0.038026199356353235
NSGAII,ZDT6,1,EP,0.049443878519410095
NSGAII,ZDT6,1,HV,0.30067619140164953
NSGAII,ZDT6,10,GD,0.03876698720512996
NSGAII,ZDT6,10,EP,0.05303312530564669
